workflow_name,memory_usage_during_execution,elapsed_time_data_retrieval,elapsed_time_processing,elapsed_time_model_training,elapsed_time_model_evaluation,accuracy,f1_score,precision,recall,auc
Pandas,343.953125,2.4021759033203125,9.463093996047974,62.65226197242737,0.20553851127624512,0.8888888888888888,0.6111111111111112,0.6060606060606061,0.625,0.8634259259259259
Dask,519.28125,10.998873233795166,829.1215696334839,74.29498791694641,0.24035143852233887,0.7619047619047619,0.531328320802005,0.5121212121212121,0.5643939393939394,0.8361742424242425
