timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-22T14:14:18,polars_XGB,280672a4-8c7e-4e87-a373-bfaf76814a2e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.162956749991281,2.9429526814570587e-05,3.6052533066038873e-06,42.5,0.0,6.0,9.636309022755289e-05,0,1.3603679374985708e-05,0.0001099667696025,The Netherlands,NLD,groningen,,,macOS-15.2-arm64-arm-64bit,3.12.2,2.8.3,8,Apple M2,,,6.5751,53.2145,16.0,machine,N,1.0
2025-02-22T14:14:23,polars_NB,3dbf8538-ae30-4d82-b8d3-deaa9b441434,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.049812124983873,1.4599666838763077e-05,3.605023242608128e-06,42.5,0.0,6.0,4.7805015761797324e-05,0,6.748297638308334e-06,5.4553313400105656e-05,The Netherlands,NLD,groningen,,,macOS-15.2-arm64-arm-64bit,3.12.2,2.8.3,8,Apple M2,,,6.5751,53.2145,16.0,machine,N,1.0
2025-02-22T14:19:12,pandas_XGB,cb077e26-7f23-4204-9e76-8769f39bed1b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.603219584008912,1.659562873717386e-05,3.6052220482432087e-06,42.5,0.0,6.0,5.4340275210213605e-05,0,7.671176528335005e-06,6.201145173854861e-05,The Netherlands,NLD,groningen,,,macOS-15.2-arm64-arm-64bit,3.12.2,2.8.3,8,Apple M2,,,6.5751,53.2145,16.0,machine,N,1.0
2025-02-22T14:19:19,pandas_NB,7a69757c-42aa-4cf1-9a07-ccc966b1ab11,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.585358457989059,1.653056041711559e-05,3.6050748417093614e-06,42.5,0.0,6.0,5.4127342820073766e-05,0,7.640973749997405e-06,6.176831657007118e-05,The Netherlands,NLD,groningen,,,macOS-15.2-arm64-arm-64bit,3.12.2,2.8.3,8,Apple M2,,,6.5751,53.2145,16.0,machine,N,1.0
