workflow_name,memory_usage_during_execution,elapsed_time_data_retrieval,elapsed_time_processing,elapsed_time_model_training,elapsed_time_model_evaluation,accuracy,f1_score,precision,recall,auc
Pandas,340.62109375,2.441600799560547,9.374081373214722,68.21109962463379,0.2265024185180664,0.8888888888888888,0.6111111111111112,0.6060606060606061,0.625,0.8518518518518517
Dask,542.23046875,11.826997756958008,818.3921611309052,72.6369559764862,0.25404787063598633,0.7619047619047619,0.531328320802005,0.5121212121212121,0.5643939393939394,0.8361742424242425
